pctf,data,intrare_day,iesire_day,total_day,cet_md,cet_ro,cet_ua,cet_ue,cet_other,zi_sapt,month,is_weekend
BRICENI,2023-10-29,362,324,686,517,15,131,3,20,7,10,1
BRICENI,2023-10-30,185,208,393,165,3,198,3,24,1,10,0
BRICENI,2023-10-31,263,270,533,310,7,196,0,20,2,10,0
BRICENI,2023-11-01,261,278,539,401,8,106,3,21,3,11,0
BRICENI,2023-11-02,245,252,497,316,4,144,10,23,4,11,0
BRICENI,2023-11-03,216,250,466,277,4,165,2,18,5,11,0
BRICENI,2023-11-04,324,313,637,525,23,68,0,21,6,11,1
BRICENI,2023-11-05,250,285,535,391,8,115,0,21,7,11,1
BRICENI,2023-11-06,181,186,367,195,1,131,1,39,1,11,0
BRICENI,2023-11-07,204,165,369,208,5,137,3,16,2,11,0
BRICENI,2023-11-08,172,183,355,246,9,74,3,23,3,11,0
BRICENI,2023-11-09,174,148,322,190,15,97,0,20,4,11,0
BRICENI,2023-11-10,225,272,497,374,13,84,0,26,5,11,0
BRICENI,2023-11-11,379,312,691,572,17,86,0,16,6,11,1
BRICENI,2023-11-12,372,335,707,559,17,111,0,20,7,11,1
BRICENI,2023-11-13,107,107,214,114,4,80,0,16,1,11,0
BRICENI,2023-11-14,224,231,455,326,18,86,1,24,2,11,0
BRICENI,2023-11-15,187,208,395,260,3,109,1,22,3,11,0
BRICENI,2023-11-16,200,198,398,257,6,113,1,21,4,11,0
BRICENI,2023-11-17,245,269,514,373,8,106,0,27,5,11,0
BRICENI,2023-11-18,470,411,881,759,16,78,3,25,6,11,1
BRICENI,2023-11-19,319,273,592,431,25,109,1,26,7,11,1
BRICENI,2023-11-20,127,145,272,162,0,95,0,15,1,11,0
BRICENI,2023-11-21,194,180,374,257,7,85,2,23,2,11,0
BRICENI,2023-11-22,254,278,532,418,1,88,1,24,3,11,0
BRICENI,2023-11-23,163,173,336,216,4,88,4,24,4,11,0
BRICENI,2023-11-24,312,309,621,497,16,80,2,26,5,11,0
BRICENI,2023-11-25,484,417,901,774,12,95,0,20,6,11,1
BRICENI,2023-11-26,357,357,714,606,14,66,2,26,7,11,1
BRICENI,2023-11-27,106,125,231,160,2,48,4,17,1,11,0
BRICENI,2023-11-28,198,205,403,288,6,83,1,25,2,11,0
BRICENI,2023-11-29,191,221,412,299,13,77,0,23,3,11,0
BRICENI,2023-11-30,250,233,483,407,5,49,3,19,4,11,0
BRICENI,2023-12-01,163,169,332,242,8,60,3,19,5,12,0
BRICENI,2023-12-02,384,386,770,699,15,35,4,17,6,12,1
BRICENI,2023-12-03,308,299,607,490,18,68,5,26,7,12,1
BRICENI,2023-12-04,96,135,231,163,6,46,0,16,1,12,0
BRICENI,2023-12-05,183,187,370,243,5,103,2,17,2,12,0
BRICENI,2023-12-06,225,220,445,340,2,81,2,20,3,12,0
BRICENI,2023-12-07,164,157,321,219,4,73,3,22,4,12,0
BRICENI,2023-12-08,258,300,558,445,8,81,3,21,5,12,0
BRICENI,2023-12-09,432,372,804,692,21,66,5,20,6,12,1
BRICENI,2023-12-10,433,293,726,587,12,99,4,24,7,12,1
BRICENI,2023-12-11,104,107,211,101,8,88,0,14,1,12,0
BRICENI,2023-12-12,263,232,495,351,9,108,1,26,2,12,0
BRICENI,2023-12-13,226,242,468,358,7,70,1,32,3,12,0
BRICENI,2023-12-14,269,245,514,394,7,82,3,28,4,12,0
BRICENI,2023-12-15,249,239,488,388,16,62,0,22,5,12,0
BRICENI,2023-12-16,426,406,832,664,37,100,5,26,6,12,1
BRICENI,2023-12-17,378,362,740,599,15,102,2,22,7,12,1
BRICENI,2023-12-18,175,145,320,188,5,104,4,19,1,12,0
BRICENI,2023-12-19,230,187,417,288,6,96,4,23,2,12,0
BRICENI,2023-12-20,278,263,541,449,8,65,0,19,3,12,0
BRICENI,2023-12-21,229,222,451,318,7,95,7,24,4,12,0
BRICENI,2023-12-22,313,347,660,550,32,51,4,23,5,12,0
BRICENI,2023-12-23,406,410,816,664,25,92,11,24,6,12,1
BRICENI,2023-12-24,309,297,606,514,21,54,0,17,7,12,1
BRICENI,2023-12-25,168,95,263,169,12,64,1,17,1,12,0
BRICENI,2023-12-26,308,249,557,439,21,74,0,23,2,12,0
BRICENI,2023-12-27,366,366,732,584,20,96,4,28,3,12,0
BRICENI,2023-12-28,329,247,576,394,41,110,6,25,4,12,0
BRICENI,2023-12-29,275,299,574,457,21,78,0,18,5,12,0
BRICENI,2023-12-30,202,250,452,358,21,53,1,19,6,12,1
BRICENI,2023-12-31,73,110,183,121,4,47,0,11,7,12,1
BRICENI,2024-01-01,63,52,115,62,8,35,1,9,1,1,0
BRICENI,2024-01-02,221,146,367,240,10,102,0,15,2,1,0
BRICENI,2024-01-03,212,236,448,344,12,71,2,19,3,1,0
BRICENI,2024-01-04,171,339,510,375,21,95,0,19,4,1,0
BRICENI,2024-01-05,265,298,563,452,25,58,5,23,5,1,0
BRICENI,2024-01-06,258,276,534,370,20,109,0,35,6,1,1
BRICENI,2024-01-07,130,96,226,153,10,47,3,13,7,1,1
BRICENI,2024-01-08,232,99,331,227,19,63,2,20,1,1,0
BRICENI,2024-01-09,170,120,290,211,7,54,1,17,2,1,0
BRICENI,2024-01-10,109,116,225,144,9,58,0,14,3,1,0
BRICENI,2024-01-11,128,176,304,173,16,92,2,21,4,1,0
BRICENI,2024-01-12,129,162,291,205,7,63,0,16,5,1,0
BRICENI,2024-01-13,137,160,297,212,6,63,0,16,6,1,1
BRICENI,2024-01-14,233,140,373,235,11,89,9,29,7,1,1
BRICENI,2024-01-15,137,141,278,176,12,59,8,23,1,1,0
BRICENI,2024-01-16,153,165,318,216,6,72,5,19,2,1,0
BRICENI,2024-01-17,157,183,340,225,12,81,2,20,3,1,0
BRICENI,2024-01-18,183,187,370,259,15,76,2,18,4,1,0
BRICENI,2024-01-19,139,194,333,228,12,71,3,19,5,1,0
BRICENI,2024-01-20,137,154,291,192,3,74,3,19,6,1,1
BRICENI,2024-01-21,205,194,399,291,14,60,12,22,7,1,1
BRICENI,2024-01-22,112,141,253,161,13,64,0,15,1,1,0
BRICENI,2024-01-23,95,158,253,189,6,42,1,15,2,1,0
BRICENI,2024-01-24,108,158,266,194,9,47,0,16,3,1,0
BRICENI,2024-01-25,148,173,321,233,12,54,1,21,4,1,0
BRICENI,2024-01-26,174,191,365,276,8,64,2,15,5,1,0
BRICENI,2024-01-27,155,179,334,282,6,32,0,14,6,1,1
BRICENI,2024-01-28,245,180,425,316,16,75,1,17,7,1,1
BRICENI,2024-01-29,132,146,278,199,7,47,4,21,1,1,0
BRICENI,2024-01-30,141,129,270,180,8,64,2,16,2,1,0
BRICENI,2024-01-31,114,155,269,197,9,41,2,20,3,1,0
BRICENI,2024-02-01,154,217,371,273,1,77,3,17,4,2,0
BRICENI,2024-02-02,225,233,458,387,8,45,0,18,5,2,0
BRICENI,2024-02-03,243,256,499,397,22,59,2,19,6,2,1
BRICENI,2024-02-04,281,242,523,363,24,110,5,21,7,2,1
BRICENI,2024-02-05,127,135,262,168,8,64,2,20,1,2,0
BRICENI,2024-02-06,158,223,381,295,6,65,0,15,2,2,0
BRICENI,2024-02-07,162,176,338,271,3,49,0,15,3,2,0
BRICENI,2024-02-08,144,238,382,280,1,78,3,20,4,2,0
BRICENI,2024-02-09,218,233,451,343,2,89,0,17,5,2,0
BRICENI,2024-02-10,331,316,647,568,18,39,3,19,6,2,1
BRICENI,2024-02-11,289,201,490,395,19,55,4,17,7,2,1
BRICENI,2024-02-12,96,104,200,124,3,54,2,17,1,2,0
BRICENI,2024-02-13,183,175,358,242,9,89,0,18,2,2,0
BRICENI,2024-02-14,197,182,379,284,9,62,2,22,3,2,0
BRICENI,2024-02-15,196,186,382,248,9,97,3,25,4,2,0
BRICENI,2024-02-16,184,230,414,313,13,65,3,20,5,2,0
BRICENI,2024-02-17,217,254,471,366,7,82,2,14,6,2,1
BRICENI,2024-02-18,288,252,540,428,11,84,0,17,7,2,1
BRICENI,2024-02-19,93,100,193,105,6,64,2,16,1,2,0
BRICENI,2024-02-20,160,181,341,212,8,98,0,23,2,2,0
BRICENI,2024-02-21,178,177,355,240,10,78,2,25,3,2,0
BRICENI,2024-02-22,187,261,448,343,19,65,0,21,4,2,0
BRICENI,2024-02-23,155,163,318,239,6,56,0,17,5,2,0
BRICENI,2024-02-24,263,271,534,433,17,58,0,26,6,2,1
BRICENI,2024-02-25,268,234,502,401,7,73,4,17,7,2,1
BRICENI,2024-02-26,132,150,282,187,6,69,3,17,1,2,0
BRICENI,2024-02-27,144,159,303,216,10,57,1,19,2,2,0
BRICENI,2024-02-28,244,254,498,363,5,110,1,19,3,2,0
BRICENI,2024-02-29,182,182,364,258,2,86,0,18,4,2,0
BRICENI,2024-03-01,225,204,429,329,6,76,1,17,5,3,0
BRICENI,2024-03-02,332,309,641,503,27,90,0,21,6,3,1
BRICENI,2024-03-03,306,249,555,418,14,104,0,19,7,3,1
BRICENI,2024-03-04,191,174,365,232,8,104,2,19,1,3,0
BRICENI,2024-03-05,233,182,415,298,10,83,3,21,2,3,0
BRICENI,2024-03-06,192,205,397,278,13,84,3,19,3,3,0
BRICENI,2024-03-07,234,240,474,302,14,123,5,30,4,3,0
BRICENI,2024-03-08,208,232,440,304,17,84,7,28,5,3,0
BRICENI,2024-03-09,236,253,489,380,15,76,0,18,6,3,1
BRICENI,2024-03-10,280,272,552,436,19,72,4,21,7,3,1
BRICENI,2024-03-11,123,119,242,141,6,73,2,20,1,3,0
BRICENI,2024-03-12,259,191,450,366,4,56,3,21,2,3,0
BRICENI,2024-03-13,245,218,463,357,12,69,2,23,3,3,0
BRICENI,2024-03-14,177,189,366,211,8,112,6,29,4,3,0
BRICENI,2024-03-15,222,249,471,332,11,96,5,27,5,3,0
BRICENI,2024-03-16,295,284,579,431,10,112,3,23,6,3,1
BRICENI,2024-03-17,315,231,546,437,6,75,3,25,7,3,1
BRICENI,2024-03-18,143,143,286,151,4,111,1,19,1,3,0
BRICENI,2024-03-19,206,192,398,271,3,94,1,29,2,3,0
BRICENI,2024-03-20,196,180,376,243,10,91,6,26,3,3,0
BRICENI,2024-03-21,214,223,437,325,10,81,3,18,4,3,0
BRICENI,2024-03-22,161,190,351,264,7,63,1,16,5,3,0
BRICENI,2024-03-23,262,300,562,419,15,101,3,24,6,3,1
BRICENI,2024-03-24,236,221,457,346,15,68,5,23,7,3,1
BRICENI,2024-03-25,136,144,280,161,6,92,1,20,1,3,0
BRICENI,2024-03-26,179,187,366,190,6,148,2,20,2,3,0
BRICENI,2024-03-27,191,177,368,231,9,100,5,23,3,3,0
BRICENI,2024-03-28,198,199,397,241,4,124,4,24,4,3,0
BRICENI,2024-03-29,296,265,561,423,15,97,2,24,5,3,0
BRICENI,2024-03-30,310,299,609,481,19,86,2,21,6,3,1
BRICENI,2024-03-31,290,293,583,413,15,130,4,21,7,3,1
BRICENI,2024-04-01,131,116,247,130,4,90,2,21,1,4,0
BRICENI,2024-04-02,173,159,332,197,7,107,2,19,2,4,0
BRICENI,2024-04-03,177,198,375,262,4,75,13,21,3,4,0
BRICENI,2024-04-04,137,162,299,186,5,75,9,24,4,4,0
BRICENI,2024-04-05,257,309,566,366,16,144,10,30,5,4,0
BRICENI,2024-04-06,287,330,617,518,16,58,4,21,6,4,1
BRICENI,2024-04-07,312,274,586,451,11,98,2,24,7,4,1
BRICENI,2024-04-08,162,187,349,207,7,111,1,23,1,4,0
BRICENI,2024-04-09,236,220,456,309,15,111,1,20,2,4,0
BRICENI,2024-04-10,293,287,580,392,8,156,0,24,3,4,0
BRICENI,2024-04-11,218,244,462,283,13,137,7,22,4,4,0
BRICENI,2024-04-12,264,334,598,411,12,147,1,27,5,4,0
BRICENI,2024-04-13,367,426,793,612,28,120,11,22,6,4,1
BRICENI,2024-04-14,424,376,800,639,16,124,3,18,7,4,1
BRICENI,2024-04-15,142,170,312,182,11,84,8,27,1,4,0
BRICENI,2024-04-16,221,199,420,266,2,129,4,19,2,4,0
BRICENI,2024-04-17,226,248,474,325,16,104,1,28,3,4,0
BRICENI,2024-04-18,245,234,479,319,8,126,1,25,4,4,0
BRICENI,2024-04-19,243,214,457,299,13,117,4,24,5,4,0
BRICENI,2024-04-20,456,395,851,672,24,128,1,26,6,4,1
BRICENI,2024-04-21,440,373,813,664,14,115,0,20,7,4,1
BRICENI,2024-04-22,157,172,329,205,5,98,4,17,1,4,0
BRICENI,2024-04-23,246,259,505,333,6,141,0,25,2,4,0
BRICENI,2024-04-24,258,255,513,372,21,93,1,26,3,4,0
BRICENI,2024-04-25,288,252,540,374,8,133,4,21,4,4,0
BRICENI,2024-04-26,312,320,632,517,12,80,2,21,5,4,0
BRICENI,2024-04-27,432,458,890,708,21,129,4,28,6,4,1
BRICENI,2024-04-28,385,301,686,558,14,86,6,22,7,4,1
BRICENI,2024-04-29,177,171,348,200,15,111,4,18,1,4,0
BRICENI,2024-04-30,319,303,622,456,16,115,11,24,2,4,0
BRICENI,2024-05-01,441,427,868,667,21,157,0,23,3,5,0
BRICENI,2024-05-02,210,216,426,293,6,103,3,21,4,5,0
BRICENI,2024-05-03,327,330,657,438,13,160,24,22,5,5,0
BRICENI,2024-05-04,150,196,346,231,16,74,3,22,6,5,1
BRICENI,2024-05-05,55,82,137,59,1,54,10,13,7,5,1
BRICENI,2024-05-06,193,195,388,227,6,127,6,22,1,5,0
BRICENI,2024-05-07,192,242,434,318,7,86,2,21,2,5,0
BRICENI,2024-05-08,383,387,770,532,26,181,4,27,3,5,0
BRICENI,2024-05-09,314,401,715,496,34,160,2,23,4,5,0
BRICENI,2024-05-10,362,315,677,470,14,160,4,29,5,5,0
BRICENI,2024-05-11,369,393,762,541,25,168,4,24,6,5,1
BRICENI,2024-05-12,303,303,606,367,13,199,4,23,7,5,1
BRICENI,2024-05-13,157,144,301,140,13,116,4,28,1,5,0
BRICENI,2024-05-14,153,227,380,191,14,140,13,22,2,5,0
BRICENI,2024-05-15,249,326,575,414,8,129,0,24,3,5,0
BRICENI,2024-05-16,307,280,587,381,18,160,3,25,4,5,0
BRICENI,2024-05-17,247,230,477,287,11,148,5,26,5,5,0
BRICENI,2024-05-18,329,304,633,510,9,84,1,29,6,5,1
BRICENI,2024-05-19,377,339,716,546,16,124,5,25,7,5,1
BRICENI,2024-05-20,131,156,287,146,3,103,16,19,1,5,0
BRICENI,2024-05-21,193,236,429,286,15,101,2,25,2,5,0
BRICENI,2024-05-22,217,244,461,332,6,99,4,20,3,5,0
BRICENI,2024-05-23,180,271,451,304,3,114,12,18,4,5,0
BRICENI,2024-05-24,266,286,552,379,8,144,1,20,5,5,0
BRICENI,2024-05-25,265,339,604,418,10,147,3,26,6,5,1
BRICENI,2024-05-26,276,386,662,503,12,115,8,24,7,5,1
BRICENI,2024-05-27,125,131,256,121,6,109,3,17,1,5,0
BRICENI,2024-05-28,233,235,468,323,6,115,1,23,2,5,0
BRICENI,2024-05-29,236,257,493,394,11,69,2,17,3,5,0
BRICENI,2024-05-30,211,238,449,285,12,129,0,23,4,5,0
BRICENI,2024-05-31,189,240,429,307,3,98,4,17,5,5,0
BRICENI,2024-06-01,242,269,511,412,13,62,2,22,6,6,1
BRICENI,2024-06-02,304,317,621,465,5,124,3,24,7,6,1
BRICENI,2024-06-03,145,152,297,178,5,94,3,17,1,6,0
BRICENI,2024-06-04,173,221,394,242,6,119,5,22,2,6,0
BRICENI,2024-06-05,231,236,467,340,7,89,5,26,3,6,0
BRICENI,2024-06-06,195,207,402,264,14,102,0,22,4,6,0
BRICENI,2024-06-07,203,208,411,290,3,97,3,18,5,6,0
BRICENI,2024-06-08,314,305,619,441,12,137,1,28,6,6,1
BRICENI,2024-06-09,382,366,748,530,22,174,0,22,7,6,1
BRICENI,2024-06-10,153,186,339,184,6,117,6,26,1,6,0
BRICENI,2024-06-11,232,234,466,300,12,117,9,28,2,6,0
BRICENI,2024-06-12,267,319,586,424,14,110,13,25,3,6,0
BRICENI,2024-06-13,244,264,508,351,6,122,1,28,4,6,0
BRICENI,2024-06-14,157,214,371,249,7,87,1,27,5,6,0
BRICENI,2024-06-15,291,379,670,521,17,106,2,24,6,6,1
BRICENI,2024-06-16,329,312,641,482,14,120,4,21,7,6,1
BRICENI,2024-06-17,182,232,414,225,4,152,12,21,1,6,0
BRICENI,2024-06-18,276,213,489,301,8,161,1,18,2,6,0
BRICENI,2024-06-19,246,225,471,305,5,138,2,21,3,6,0
BRICENI,2024-06-20,209,241,450,273,2,149,3,23,4,6,0
BRICENI,2024-06-21,347,311,658,483,22,129,3,21,5,6,0
BRICENI,2024-06-22,259,313,572,361,10,173,2,26,6,6,1
BRICENI,2024-06-23,236,285,521,321,7,117,7,69,7,6,1
BRICENI,2024-06-24,174,227,401,222,3,141,8,27,1,6,0
BRICENI,2024-06-25,143,185,328,153,3,147,7,18,2,6,0
BRICENI,2024-06-26,241,319,560,310,10,210,5,25,3,6,0
BRICENI,2024-06-27,211,217,428,218,8,172,7,23,4,6,0
BRICENI,2024-06-28,275,232,507,265,6,198,10,28,5,6,0
BRICENI,2024-06-29,319,367,686,455,22,171,9,29,6,6,1
BRICENI,2024-06-30,311,295,606,393,18,168,5,22,7,6,1
BRICENI,2024-07-01,135,140,275,142,4,102,8,19,1,7,0
BRICENI,2024-07-02,167,154,321,175,7,118,5,16,2,7,0
BRICENI,2024-07-03,250,303,553,353,14,161,6,19,3,7,0
BRICENI,2024-07-04,119,128,247,137,7,75,1,27,4,7,0
BRICENI,2024-07-05,265,276,541,307,26,163,15,30,5,7,0
BRICENI,2024-07-06,347,421,768,564,17,148,12,27,6,7,1
BRICENI,2024-07-07,334,324,658,439,14,174,6,25,7,7,1
BRICENI,2024-07-08,177,181,358,216,11,109,4,18,1,7,0
BRICENI,2024-07-09,232,264,496,328,8,134,4,22,2,7,0
BRICENI,2024-07-10,224,234,458,309,7,117,5,20,3,7,0
BRICENI,2024-07-11,178,214,392,258,3,96,12,23,4,7,0
BRICENI,2024-07-12,178,218,396,262,3,109,5,17,5,7,0
BRICENI,2024-07-13,199,190,389,262,6,105,4,12,6,7,1
BRICENI,2024-07-14,207,252,459,304,16,106,7,26,7,7,1
BRICENI,2024-07-15,147,137,284,139,3,101,8,33,1,7,0
BRICENI,2024-07-16,230,199,429,254,14,139,1,21,2,7,0
BRICENI,2024-07-17,173,167,340,214,7,101,1,17,3,7,0
BRICENI,2024-07-18,159,169,328,205,7,91,8,17,4,7,0
BRICENI,2024-07-19,286,290,576,398,16,131,9,22,5,7,0
BRICENI,2024-07-20,298,315,613,432,30,119,4,28,6,7,1
BRICENI,2024-07-21,287,318,605,452,10,108,8,27,7,7,1
BRICENI,2024-07-22,148,173,321,175,2,122,4,18,1,7,0
BRICENI,2024-07-23,348,277,625,426,27,139,11,22,2,7,0
BRICENI,2024-07-24,239,238,477,300,17,130,4,26,3,7,0
BRICENI,2024-07-25,301,274,575,393,21,130,1,30,4,7,0
BRICENI,2024-07-26,246,296,542,347,14,147,5,29,5,7,0
BRICENI,2024-07-27,393,373,766,556,9,166,10,25,6,7,1
BRICENI,2024-07-28,343,338,681,424,24,195,12,26,7,7,1
BRICENI,2024-07-29,259,273,532,309,18,166,6,33,1,7,0
BRICENI,2024-07-30,336,356,692,424,26,200,3,39,2,7,0
BRICENI,2024-07-31,410,388,798,529,35,193,7,34,3,7,0
BRICENI,2024-08-01,267,280,547,355,26,137,2,27,4,8,0
BRICENI,2024-08-02,410,393,803,513,31,210,8,41,5,8,0
BRICENI,2024-08-03,395,411,806,538,50,172,10,36,6,8,1
BRICENI,2024-08-04,369,344,713,472,21,187,8,25,7,8,1
BRICENI,2024-08-05,214,245,459,224,5,197,2,31,1,8,0
BRICENI,2024-08-06,381,352,733,458,29,192,24,30,2,8,0
BRICENI,2024-08-07,417,390,807,495,50,198,15,49,3,8,0
BRICENI,2024-08-08,388,402,790,503,41,203,6,37,4,8,0
BRICENI,2024-08-09,415,523,938,568,39,276,22,33,5,8,0
BRICENI,2024-08-10,480,498,978,755,36,157,4,26,6,8,1
BRICENI,2024-08-11,413,424,837,540,54,198,15,30,7,8,1
BRICENI,2024-08-12,176,242,418,190,8,193,6,21,1,8,0
BRICENI,2024-08-13,349,310,659,422,11,196,5,25,2,8,0
BRICENI,2024-08-14,369,428,797,491,18,246,13,29,3,8,0
BRICENI,2024-08-15,323,387,710,457,15,202,7,29,4,8,0
BRICENI,2024-08-16,376,401,777,577,32,125,10,33,5,8,0
BRICENI,2024-08-17,585,483,1068,792,40,199,7,30,6,8,1
BRICENI,2024-08-18,497,522,1019,734,33,220,6,26,7,8,1
BRICENI,2024-08-19,210,214,424,267,3,128,5,21,1,8,0
BRICENI,2024-08-20,278,307,585,405,12,134,2,32,2,8,0
BRICENI,2024-08-21,436,446,882,635,23,189,5,30,3,8,0
BRICENI,2024-08-22,386,389,775,548,27,167,4,29,4,8,0
BRICENI,2024-08-23,344,389,733,554,25,120,4,30,5,8,0
BRICENI,2024-08-24,478,474,952,745,33,148,1,25,6,8,1
BRICENI,2024-08-25,477,451,928,643,49,192,11,33,7,8,1
BRICENI,2024-08-26,205,223,428,247,5,143,3,30,1,8,0
BRICENI,2024-08-27,396,364,760,553,20,149,9,29,2,8,0
BRICENI,2024-08-28,374,364,738,469,9,225,6,29,3,8,0
BRICENI,2024-08-29,269,273,542,337,25,144,12,24,4,8,0
BRICENI,2024-08-30,266,271,537,306,10,190,1,30,5,8,0
BRICENI,2024-08-31,215,279,494,341,10,118,3,22,6,8,1
BRICENI,2024-09-01,241,261,502,325,15,119,14,29,7,9,1
BRICENI,2024-09-02,138,163,301,139,8,131,3,20,1,9,0
BRICENI,2024-09-03,148,187,335,185,7,113,10,20,2,9,0
BRICENI,2024-09-04,198,235,433,302,10,100,0,21,3,9,0
BRICENI,2024-09-05,238,234,472,258,10,171,8,25,4,9,0
BRICENI,2024-09-06,237,273,510,334,13,134,5,24,5,9,0
BRICENI,2024-09-07,308,345,653,471,18,135,2,27,6,9,1
BRICENI,2024-09-08,347,392,739,508,29,163,10,29,7,9,1
BRICENI,2024-09-09,207,190,397,208,7,152,4,26,1,9,0
BRICENI,2024-09-10,188,198,386,208,3,147,5,23,2,9,0
BRICENI,2024-09-11,293,245,538,360,17,129,8,24,3,9,0
BRICENI,2024-09-12,192,216,408,233,11,125,11,28,4,9,0
BRICENI,2024-09-13,241,272,513,329,11,144,4,25,5,9,0
BRICENI,2024-09-14,251,336,587,418,13,124,8,24,6,9,1
BRICENI,2024-09-15,325,351,676,504,24,119,5,24,7,9,1
BRICENI,2024-09-16,101,124,225,118,4,82,4,17,1,9,0
BRICENI,2024-09-17,263,244,507,309,12,154,5,27,2,9,0
BRICENI,2024-09-18,261,279,540,312,8,181,11,28,3,9,0
BRICENI,2024-09-19,196,237,433,281,6,123,4,19,4,9,0
BRICENI,2024-09-20,281,325,606,351,13,217,1,24,5,9,0
BRICENI,2024-09-21,327,318,645,488,17,110,4,26,6,9,1
BRICENI,2024-09-22,308,313,621,464,12,116,2,27,7,9,1
BRICENI,2024-09-23,153,194,347,131,2,185,2,27,1,9,0
BRICENI,2024-09-24,236,279,515,264,5,218,4,24,2,9,0
BRICENI,2024-09-25,279,315,594,339,2,224,2,27,3,9,0
BRICENI,2024-09-26,176,234,410,198,5,178,7,22,4,9,0
BRICENI,2024-09-27,303,358,661,411,10,203,8,29,5,9,0
BRICENI,2024-09-28,285,311,596,400,21,146,4,25,6,9,1
BRICENI,2024-09-29,330,361,691,476,24,166,0,25,7,9,1
BRICENI,2024-09-30,158,156,314,160,3,121,7,23,1,9,0
BRICENI,2024-10-01,207,234,441,248,15,134,10,34,2,10,0
BRICENI,2024-10-02,187,198,385,250,10,94,4,27,3,10,0
BRICENI,2024-10-03,244,276,520,259,8,212,13,28,4,10,0
BRICENI,2024-10-04,305,251,556,289,11,222,2,32,5,10,0
BRICENI,2024-10-05,268,354,622,409,14,171,1,27,6,10,1
BRICENI,2024-10-06,511,263,774,351,16,212,28,167,7,10,1
BRICENI,2024-10-07,363,174,537,167,10,143,13,204,1,10,0
BRICENI,2024-10-08,230,253,483,296,6,152,7,22,2,10,0
BRICENI,2024-10-09,273,244,517,319,13,154,1,30,3,10,0
BRICENI,2024-10-10,158,211,369,180,6,159,3,21,4,10,0
BRICENI,2024-10-11,209,241,450,269,5,148,7,21,5,10,0
BRICENI,2024-10-12,328,343,671,510,18,117,2,24,6,10,1
BRICENI,2024-10-13,356,392,748,533,21,156,13,25,7,10,1
BRICENI,2024-10-14,189,190,379,135,0,214,9,21,1,10,0
BRICENI,2024-10-15,224,224,448,247,9,157,7,28,2,10,0
BRICENI,2024-10-16,247,299,546,351,4,160,3,28,3,10,0
BRICENI,2024-10-17,183,215,398,238,3,125,7,25,4,10,0
BRICENI,2024-10-18,200,242,442,249,4,163,4,22,5,10,0
BRICENI,2024-10-19,337,323,660,464,16,152,3,25,6,10,1
BRICENI,2024-10-20,244,269,513,355,7,131,2,18,7,10,1
BRICENI,2024-10-21,118,156,274,133,2,110,7,22,1,10,0
BRICENI,2024-10-22,204,217,421,267,6,120,8,20,2,10,0
BRICENI,2024-10-23,229,277,506,327,8,143,1,27,3,10,0
BRICENI,2024-10-24,248,271,519,330,8,158,3,20,4,10,0
BRICENI,2024-10-25,226,303,529,370,7,126,2,24,5,10,0
BRICENI,2024-10-26,401,375,776,571,16,166,3,20,6,10,1
BRICENI,2024-10-27,361,364,725,512,18,168,5,22,7,10,1
BRICENI,2024-10-28,159,211,370,219,7,110,6,28,1,10,0
BRICENI,2024-10-29,236,261,497,321,7,142,3,24,2,10,0
BRICENI,2024-10-30,280,277,557,416,2,112,5,22,3,10,0
BRICENI,2024-10-31,247,335,582,386,17,140,13,26,4,10,0
BRICENI,2024-11-01,270,260,530,372,12,122,2,22,5,11,0
BRICENI,2024-11-02,325,299,624,495,23,79,2,25,6,11,1
BRICENI,2024-11-03,258,261,519,366,5,129,1,18,7,11,1
BRICENI,2024-11-04,130,138,268,149,2,92,4,21,1,11,0
BRICENI,2024-11-05,205,246,451,296,15,115,4,21,2,11,0
BRICENI,2024-11-06,230,191,421,290,10,94,6,21,3,11,0
BRICENI,2024-11-07,231,250,481,318,5,130,7,21,4,11,0
BRICENI,2024-11-08,221,354,575,443,8,96,1,27,5,11,0
BRICENI,2024-11-09,348,374,722,597,22,77,5,21,6,11,1
BRICENI,2024-11-10,390,334,724,538,19,133,2,32,7,11,1
BRICENI,2024-11-11,158,172,330,180,1,121,6,22,1,11,0
BRICENI,2024-11-12,146,226,372,261,1,89,2,19,2,11,0
BRICENI,2024-11-13,294,241,535,413,13,82,4,23,3,11,0
BRICENI,2024-11-14,167,233,400,268,11,86,10,25,4,11,0
BRICENI,2024-11-15,242,282,524,395,4,96,3,26,5,11,0
BRICENI,2024-11-16,338,408,746,611,12,100,0,23,6,11,1
BRICENI,2024-11-17,342,320,662,489,16,133,2,22,7,11,1
BRICENI,2024-11-18,136,138,274,143,5,105,1,20,1,11,0
BRICENI,2024-11-19,243,276,519,353,17,120,7,22,2,11,0
BRICENI,2024-11-20,252,274,526,388,7,95,4,32,3,11,0
BRICENI,2024-11-21,162,191,353,233,5,94,1,20,4,11,0
BRICENI,2024-11-22,155,167,322,197,5,101,2,17,5,11,0
BRICENI,2024-11-23,316,298,614,465,16,110,2,21,6,11,1
BRICENI,2024-11-24,358,376,734,573,18,122,3,18,7,11,1
BRICENI,2024-11-25,193,174,367,197,7,128,14,21,1,11,0
BRICENI,2024-11-26,192,210,402,251,12,115,1,23,2,11,0
BRICENI,2024-11-27,244,254,498,362,2,111,2,21,3,11,0
BRICENI,2024-11-28,153,199,352,219,8,103,4,18,4,11,0
BRICENI,2024-11-29,176,196,372,262,12,78,3,17,5,11,0
