pctf,data,intrare_day,iesire_day,total_day,car_in,car_out,bus_in,bus_out,light_trucks_in,light_trucks_out,trucks_in,trucks_out,zi_sapt,month,is_weekend
CISMICHIOI,2024-02-22,26,32,58,26,32,0,0,0,0,0,0,4,2,0
CISMICHIOI,2024-02-23,27,33,60,27,33,0,0,0,0,0,0,5,2,0
CISMICHIOI,2024-02-24,28,22,50,28,22,0,0,0,0,0,0,6,2,1
CISMICHIOI,2024-02-25,23,32,55,22,32,1,0,0,0,0,0,7,2,1
CISMICHIOI,2024-02-26,13,23,36,12,21,0,0,1,2,0,0,1,2,0
CISMICHIOI,2024-02-27,20,27,47,20,27,0,0,0,0,0,0,2,2,0
CISMICHIOI,2024-02-28,22,31,53,21,29,0,0,1,1,0,1,3,2,0
CISMICHIOI,2024-02-29,21,23,44,21,23,0,0,0,0,0,0,4,2,0
CISMICHIOI,2024-03-01,21,27,48,21,27,0,0,0,0,0,0,5,3,0
CISMICHIOI,2024-03-02,19,27,46,18,25,0,0,1,1,0,1,6,3,1
CISMICHIOI,2024-03-03,31,39,70,28,35,0,0,3,2,0,2,7,3,1
CISMICHIOI,2024-03-04,13,15,28,12,13,0,0,1,2,0,0,1,3,0
CISMICHIOI,2024-03-05,22,34,56,22,34,0,0,0,0,0,0,2,3,0
CISMICHIOI,2024-03-06,19,28,47,19,26,0,0,0,0,0,2,3,3,0
CISMICHIOI,2024-03-07,25,36,61,25,36,0,0,0,0,0,0,4,3,0
CISMICHIOI,2024-03-08,18,31,49,18,31,0,0,0,0,0,0,5,3,0
CISMICHIOI,2024-03-09,29,34,63,27,30,0,0,1,2,1,2,6,3,1
CISMICHIOI,2024-03-10,27,31,58,24,29,0,0,2,1,1,1,7,3,1
CISMICHIOI,2024-03-11,14,13,27,14,13,0,0,0,0,0,0,1,3,0
CISMICHIOI,2024-03-12,16,23,39,16,23,0,0,0,0,0,0,2,3,0
CISMICHIOI,2024-03-13,18,24,42,18,24,0,0,0,0,0,0,3,3,0
CISMICHIOI,2024-03-14,22,34,56,22,34,0,0,0,0,0,0,4,3,0
CISMICHIOI,2024-03-15,19,23,42,19,23,0,0,0,0,0,0,5,3,0
CISMICHIOI,2024-03-16,34,43,77,34,41,0,0,0,0,0,2,6,3,1
CISMICHIOI,2024-03-17,31,36,67,31,36,0,0,0,0,0,0,7,3,1
CISMICHIOI,2024-03-18,20,30,50,20,30,0,0,0,0,0,0,1,3,0
CISMICHIOI,2024-03-19,14,12,26,12,12,0,0,0,0,2,0,2,3,0
CISMICHIOI,2024-03-20,19,24,43,18,22,0,0,1,1,0,1,3,3,0
CISMICHIOI,2024-03-21,20,21,41,20,20,0,0,0,0,0,1,4,3,0
CISMICHIOI,2024-03-22,27,22,49,27,22,0,0,0,0,0,0,5,3,0
CISMICHIOI,2024-03-23,40,48,88,40,48,0,0,0,0,0,0,6,3,1
CISMICHIOI,2024-03-24,27,39,66,27,39,0,0,0,0,0,0,7,3,1
CISMICHIOI,2024-03-25,17,27,44,17,27,0,0,0,0,0,0,1,3,0
CISMICHIOI,2024-03-26,22,30,52,20,28,0,0,0,1,2,1,2,3,0
CISMICHIOI,2024-03-27,21,25,46,20,25,0,0,1,0,0,0,3,3,0
CISMICHIOI,2024-03-28,14,17,31,14,17,0,0,0,0,0,0,4,3,0
CISMICHIOI,2024-03-29,24,43,67,24,39,0,0,0,1,0,3,5,3,0
CISMICHIOI,2024-03-30,31,38,69,31,38,0,0,0,0,0,0,6,3,1
CISMICHIOI,2024-03-31,23,34,57,23,34,0,0,0,0,0,0,7,3,1
CISMICHIOI,2024-04-01,10,10,20,10,10,0,0,0,0,0,0,1,4,0
CISMICHIOI,2024-04-02,24,28,52,24,28,0,0,0,0,0,0,2,4,0
CISMICHIOI,2024-04-03,17,25,42,17,25,0,0,0,0,0,0,3,4,0
CISMICHIOI,2024-04-04,18,26,44,18,26,0,0,0,0,0,0,4,4,0
CISMICHIOI,2024-04-05,27,29,56,27,29,0,0,0,0,0,0,5,4,0
CISMICHIOI,2024-04-06,29,37,66,28,35,0,0,0,0,1,2,6,4,1
CISMICHIOI,2024-04-07,26,34,60,26,34,0,0,0,0,0,0,7,4,1
CISMICHIOI,2024-04-08,16,19,35,16,19,0,0,0,0,0,0,1,4,0
CISMICHIOI,2024-04-09,17,20,37,17,20,0,0,0,0,0,0,2,4,0
CISMICHIOI,2024-04-10,18,23,41,18,23,0,0,0,0,0,0,3,4,0
CISMICHIOI,2024-04-11,18,22,40,17,22,0,0,0,0,1,0,4,4,0
CISMICHIOI,2024-04-12,19,28,47,19,28,0,0,0,0,0,0,5,4,0
CISMICHIOI,2024-04-13,22,33,55,22,33,0,0,0,0,0,0,6,4,1
CISMICHIOI,2024-04-14,31,33,64,31,33,0,0,0,0,0,0,7,4,1
CISMICHIOI,2024-04-15,11,20,31,11,20,0,0,0,0,0,0,1,4,0
CISMICHIOI,2024-04-16,21,17,38,21,17,0,0,0,0,0,0,2,4,0
CISMICHIOI,2024-04-17,12,20,32,11,20,0,0,0,0,1,0,3,4,0
CISMICHIOI,2024-04-18,20,25,45,19,23,0,0,0,0,1,2,4,4,0
CISMICHIOI,2024-04-19,19,28,47,19,26,0,0,0,0,0,2,5,4,0
CISMICHIOI,2024-04-20,18,32,50,18,32,0,0,0,0,0,0,6,4,1
CISMICHIOI,2024-04-21,31,37,68,30,35,0,0,1,1,0,1,7,4,1
CISMICHIOI,2024-04-22,18,25,43,18,25,0,0,0,0,0,0,1,4,0
CISMICHIOI,2024-04-23,19,23,42,19,23,0,0,0,0,0,0,2,4,0
CISMICHIOI,2024-04-24,20,22,42,20,22,0,0,0,0,0,0,3,4,0
CISMICHIOI,2024-04-25,20,22,42,20,22,0,0,0,0,0,0,4,4,0
CISMICHIOI,2024-04-26,17,23,40,17,23,0,0,0,0,0,0,5,4,0
CISMICHIOI,2024-04-27,37,40,77,35,34,0,0,1,1,1,5,6,4,1
CISMICHIOI,2024-04-28,1,7,8,1,7,0,0,0,0,0,0,7,4,1
CISMICHIOI,2024-04-29,20,23,43,17,21,0,0,0,0,3,2,1,4,0
CISMICHIOI,2024-04-30,21,30,51,20,30,0,0,1,0,0,0,2,4,0
CISMICHIOI,2024-05-01,23,34,57,23,34,0,0,0,0,0,0,3,5,0
CISMICHIOI,2024-05-02,14,21,35,14,21,0,0,0,0,0,0,4,5,0
CISMICHIOI,2024-05-03,24,33,57,24,33,0,0,0,0,0,0,5,5,0
CISMICHIOI,2024-05-04,24,39,63,23,35,0,0,1,1,0,3,6,5,1
CISMICHIOI,2024-05-05,32,37,69,32,37,0,0,0,0,0,0,7,5,1
CISMICHIOI,2024-05-06,37,36,73,36,35,0,0,1,1,0,0,1,5,0
CISMICHIOI,2024-05-07,22,20,42,22,20,0,0,0,0,0,0,2,5,0
CISMICHIOI,2024-05-08,11,23,34,11,22,0,0,0,1,0,0,3,5,0
CISMICHIOI,2024-05-09,21,28,49,21,28,0,0,0,0,0,0,4,5,0
CISMICHIOI,2024-05-10,13,20,33,13,20,0,0,0,0,0,0,5,5,0
CISMICHIOI,2024-05-11,30,56,86,28,54,0,0,0,0,2,2,6,5,1
CISMICHIOI,2024-05-12,41,49,90,41,49,0,0,0,0,0,0,7,5,1
CISMICHIOI,2024-05-13,51,53,104,50,51,0,0,0,0,1,2,1,5,0
CISMICHIOI,2024-05-14,28,35,63,28,35,0,0,0,0,0,0,2,5,0
CISMICHIOI,2024-05-15,20,30,50,20,30,0,0,0,0,0,0,3,5,0
CISMICHIOI,2024-05-16,14,12,26,14,12,0,0,0,0,0,0,4,5,0
CISMICHIOI,2024-05-17,28,34,62,27,34,0,0,0,0,1,0,5,5,0
CISMICHIOI,2024-05-18,25,25,50,24,23,0,0,1,1,0,1,6,5,1
CISMICHIOI,2024-05-19,30,33,63,30,33,0,0,0,0,0,0,7,5,1
CISMICHIOI,2024-05-20,13,18,31,12,18,0,0,1,0,0,0,1,5,0
CISMICHIOI,2024-05-21,18,28,46,18,26,0,0,0,1,0,1,2,5,0
CISMICHIOI,2024-05-22,21,31,52,21,31,0,0,0,0,0,0,3,5,0
CISMICHIOI,2024-05-23,14,18,32,13,18,0,0,0,0,1,0,4,5,0
CISMICHIOI,2024-05-24,22,29,51,21,27,0,0,0,0,1,2,5,5,0
CISMICHIOI,2024-05-25,21,25,46,21,25,0,0,0,0,0,0,6,5,1
CISMICHIOI,2024-05-26,25,38,63,25,36,0,0,0,0,0,2,7,5,1
CISMICHIOI,2024-05-27,20,30,50,20,30,0,0,0,0,0,0,1,5,0
CISMICHIOI,2024-05-28,21,24,45,20,23,0,0,0,0,1,1,2,5,0
CISMICHIOI,2024-05-29,15,27,42,15,27,0,0,0,0,0,0,3,5,0
CISMICHIOI,2024-05-30,23,20,43,23,20,0,0,0,0,0,0,4,5,0
CISMICHIOI,2024-05-31,23,30,53,23,30,0,0,0,0,0,0,5,5,0
CISMICHIOI,2024-06-01,22,21,43,22,21,0,0,0,0,0,0,6,6,1
CISMICHIOI,2024-06-02,22,28,50,22,28,0,0,0,0,0,0,7,6,1
CISMICHIOI,2024-06-03,7,12,19,7,12,0,0,0,0,0,0,1,6,0
CISMICHIOI,2024-06-04,15,21,36,15,21,0,0,0,0,0,0,2,6,0
CISMICHIOI,2024-06-05,9,8,17,9,8,0,0,0,0,0,0,3,6,0
CISMICHIOI,2024-06-06,12,8,20,12,8,0,0,0,0,0,0,4,6,0
CISMICHIOI,2024-06-07,14,18,32,14,18,0,0,0,0,0,0,5,6,0
CISMICHIOI,2024-06-08,32,32,64,31,32,0,0,0,0,1,0,6,6,1
CISMICHIOI,2024-06-09,22,39,61,22,39,0,0,0,0,0,0,7,6,1
CISMICHIOI,2024-06-10,8,15,23,8,15,0,0,0,0,0,0,1,6,0
CISMICHIOI,2024-06-11,15,24,39,14,24,0,0,0,0,1,0,2,6,0
CISMICHIOI,2024-06-12,21,20,41,21,20,0,0,0,0,0,0,3,6,0
CISMICHIOI,2024-06-13,17,15,32,16,13,0,0,1,2,0,0,4,6,0
CISMICHIOI,2024-06-14,13,30,43,13,30,0,0,0,0,0,0,5,6,0
CISMICHIOI,2024-06-15,20,26,46,20,26,0,0,0,0,0,0,6,6,1
CISMICHIOI,2024-06-16,28,30,58,28,29,0,0,0,1,0,0,7,6,1
CISMICHIOI,2024-06-17,13,15,28,12,13,0,0,0,0,1,2,1,6,0
CISMICHIOI,2024-06-18,20,30,50,20,30,0,0,0,0,0,0,2,6,0
CISMICHIOI,2024-06-19,18,21,39,18,21,0,0,0,0,0,0,3,6,0
CISMICHIOI,2024-06-20,26,28,54,25,26,0,0,0,0,1,2,4,6,0
CISMICHIOI,2024-06-21,29,26,55,29,26,0,0,0,0,0,0,5,6,0
CISMICHIOI,2024-06-22,27,42,69,27,42,0,0,0,0,0,0,6,6,1
CISMICHIOI,2024-06-23,24,35,59,21,30,0,0,3,3,0,2,7,6,1
CISMICHIOI,2024-06-24,16,25,41,16,25,0,0,0,0,0,0,1,6,0
CISMICHIOI,2024-06-25,14,25,39,14,25,0,0,0,0,0,0,2,6,0
CISMICHIOI,2024-06-26,21,27,48,21,27,0,0,0,0,0,0,3,6,0
CISMICHIOI,2024-06-27,15,18,33,15,18,0,0,0,0,0,0,4,6,0
CISMICHIOI,2024-06-28,27,32,59,26,32,0,0,1,0,0,0,5,6,0
CISMICHIOI,2024-06-29,21,22,43,21,22,0,0,0,0,0,0,6,6,1
CISMICHIOI,2024-06-30,28,37,65,28,37,0,0,0,0,0,0,7,6,1
CISMICHIOI,2024-07-01,20,21,41,20,21,0,0,0,0,0,0,1,7,0
CISMICHIOI,2024-07-02,15,16,31,13,14,0,0,1,1,1,1,2,7,0
CISMICHIOI,2024-07-03,13,23,36,13,23,0,0,0,0,0,0,3,7,0
CISMICHIOI,2024-07-04,19,28,47,19,28,0,0,0,0,0,0,4,7,0
CISMICHIOI,2024-07-05,25,25,50,25,25,0,0,0,0,0,0,5,7,0
CISMICHIOI,2024-07-06,21,20,41,21,20,0,0,0,0,0,0,6,7,1
CISMICHIOI,2024-07-07,22,28,50,22,28,0,0,0,0,0,0,7,7,1
CISMICHIOI,2024-07-08,12,16,28,12,16,0,0,0,0,0,0,1,7,0
CISMICHIOI,2024-07-09,14,18,32,14,18,0,0,0,0,0,0,2,7,0
CISMICHIOI,2024-07-10,25,31,56,25,31,0,0,0,0,0,0,3,7,0
CISMICHIOI,2024-07-11,11,15,26,11,15,0,0,0,0,0,0,4,7,0
CISMICHIOI,2024-07-12,24,29,53,21,25,0,0,0,0,3,4,5,7,0
CISMICHIOI,2024-07-13,17,29,46,16,29,0,0,1,0,0,0,6,7,1
CISMICHIOI,2024-07-14,34,47,81,33,46,0,0,1,1,0,0,7,7,1
CISMICHIOI,2024-07-15,13,17,30,13,16,0,0,0,1,0,0,1,7,0
CISMICHIOI,2024-07-16,21,29,50,20,29,0,0,1,0,0,0,2,7,0
CISMICHIOI,2024-07-17,17,25,42,17,25,0,0,0,0,0,0,3,7,0
CISMICHIOI,2024-07-18,16,20,36,16,20,0,0,0,0,0,0,4,7,0
CISMICHIOI,2024-07-19,22,28,50,22,28,0,0,0,0,0,0,5,7,0
CISMICHIOI,2024-07-20,25,23,48,25,23,0,0,0,0,0,0,6,7,1
CISMICHIOI,2024-07-21,30,49,79,30,49,0,0,0,0,0,0,7,7,1
CISMICHIOI,2024-07-22,13,16,29,13,16,0,0,0,0,0,0,1,7,0
CISMICHIOI,2024-07-23,21,28,49,21,28,0,0,0,0,0,0,2,7,0
CISMICHIOI,2024-07-24,20,20,40,20,20,0,0,0,0,0,0,3,7,0
CISMICHIOI,2024-07-25,25,30,55,24,30,0,0,0,0,1,0,4,7,0
CISMICHIOI,2024-07-26,34,43,77,33,41,0,0,0,0,1,2,5,7,0
CISMICHIOI,2024-07-27,34,40,74,34,40,0,0,0,0,0,0,6,7,1
CISMICHIOI,2024-07-28,29,36,65,28,34,0,0,1,1,0,1,7,7,1
CISMICHIOI,2024-07-29,12,29,41,12,29,0,0,0,0,0,0,1,7,0
CISMICHIOI,2024-07-30,22,25,47,22,23,0,0,0,0,0,2,2,7,0
CISMICHIOI,2024-07-31,18,23,41,18,23,0,0,0,0,0,0,3,7,0
CISMICHIOI,2024-08-01,20,26,46,20,26,0,0,0,0,0,0,4,8,0
CISMICHIOI,2024-08-02,24,35,59,24,35,0,0,0,0,0,0,5,8,0
CISMICHIOI,2024-08-03,27,32,59,25,30,0,0,0,0,2,2,6,8,1
CISMICHIOI,2024-08-04,32,38,70,32,38,0,0,0,0,0,0,7,8,1
CISMICHIOI,2024-08-05,14,17,31,14,17,0,0,0,0,0,0,1,8,0
CISMICHIOI,2024-08-06,14,27,41,13,25,0,0,1,1,0,1,2,8,0
CISMICHIOI,2024-08-07,23,29,52,23,29,0,0,0,0,0,0,3,8,0
CISMICHIOI,2024-08-08,27,28,55,27,28,0,0,0,0,0,0,4,8,0
CISMICHIOI,2024-08-09,23,46,69,23,44,0,0,0,0,0,2,5,8,0
CISMICHIOI,2024-08-10,35,33,68,33,31,0,0,0,0,2,2,6,8,1
CISMICHIOI,2024-08-11,24,23,47,23,21,0,0,1,1,0,1,7,8,1
CISMICHIOI,2024-08-12,22,21,43,22,21,0,0,0,0,0,0,1,8,0
CISMICHIOI,2024-08-13,19,29,48,19,29,0,0,0,0,0,0,2,8,0
CISMICHIOI,2024-08-14,24,28,52,23,28,0,0,0,0,1,0,3,8,0
CISMICHIOI,2024-08-15,19,30,49,19,30,0,0,0,0,0,0,4,8,0
CISMICHIOI,2024-08-16,26,37,63,26,37,0,0,0,0,0,0,5,8,0
CISMICHIOI,2024-08-17,30,35,65,28,33,0,0,0,0,2,2,6,8,1
CISMICHIOI,2024-08-18,33,45,78,32,44,0,0,0,1,1,0,7,8,1
CISMICHIOI,2024-08-19,18,24,42,18,24,0,0,0,0,0,0,1,8,0
CISMICHIOI,2024-08-20,15,22,37,15,22,0,0,0,0,0,0,2,8,0
CISMICHIOI,2024-08-21,21,30,51,21,30,0,0,0,0,0,0,3,8,0
CISMICHIOI,2024-08-22,24,38,62,24,38,0,0,0,0,0,0,4,8,0
CISMICHIOI,2024-08-23,24,32,56,23,30,0,0,0,0,1,2,5,8,0
CISMICHIOI,2024-08-24,24,33,57,24,33,0,0,0,0,0,0,6,8,1
CISMICHIOI,2024-08-25,35,41,76,33,37,0,0,0,0,2,4,7,8,1
CISMICHIOI,2024-08-26,13,19,32,13,19,0,0,0,0,0,0,1,8,0
CISMICHIOI,2024-08-27,19,27,46,18,23,0,0,1,1,0,3,2,8,0
CISMICHIOI,2024-08-28,22,26,48,21,25,0,0,1,1,0,0,3,8,0
CISMICHIOI,2024-08-29,15,24,39,14,24,0,0,0,0,1,0,4,8,0
CISMICHIOI,2024-08-30,22,32,54,22,32,0,0,0,0,0,0,5,8,0
CISMICHIOI,2024-08-31,24,30,54,23,29,0,0,1,1,0,0,6,8,1
CISMICHIOI,2024-09-01,19,29,48,19,29,0,0,0,0,0,0,7,9,1
CISMICHIOI,2024-09-02,13,19,32,13,19,0,0,0,0,0,0,1,9,0
CISMICHIOI,2024-09-03,21,29,50,20,28,0,0,1,1,0,0,2,9,0
CISMICHIOI,2024-09-04,14,15,29,14,15,0,0,0,0,0,0,3,9,0
CISMICHIOI,2024-09-05,18,22,40,18,22,0,0,0,0,0,0,4,9,0
CISMICHIOI,2024-09-06,23,26,49,23,26,0,0,0,0,0,0,5,9,0
CISMICHIOI,2024-09-07,23,44,67,22,38,0,0,1,2,0,4,6,9,1
CISMICHIOI,2024-09-08,33,33,66,33,33,0,0,0,0,0,0,7,9,1
CISMICHIOI,2024-09-09,18,27,45,18,27,0,0,0,0,0,0,1,9,0
CISMICHIOI,2024-09-10,21,23,44,20,22,0,0,0,0,1,1,2,9,0
CISMICHIOI,2024-09-11,14,18,32,14,18,0,0,0,0,0,0,3,9,0
CISMICHIOI,2024-09-12,16,19,35,16,19,0,0,0,0,0,0,4,9,0
CISMICHIOI,2024-09-13,19,23,42,19,23,0,0,0,0,0,0,5,9,0
CISMICHIOI,2024-09-14,21,20,41,21,20,0,0,0,0,0,0,6,9,1
CISMICHIOI,2024-09-15,25,34,59,25,34,0,0,0,0,0,0,7,9,1
CISMICHIOI,2024-09-16,18,18,36,18,18,0,0,0,0,0,0,1,9,0
CISMICHIOI,2024-09-17,21,30,51,21,30,0,0,0,0,0,0,2,9,0
CISMICHIOI,2024-09-18,15,17,32,15,15,0,0,0,1,0,1,3,9,0
CISMICHIOI,2024-09-19,17,24,41,16,24,0,0,0,0,1,0,4,9,0
CISMICHIOI,2024-09-20,24,29,53,24,29,0,0,0,0,0,0,5,9,0
CISMICHIOI,2024-09-21,35,39,74,34,38,0,0,1,1,0,0,6,9,1
CISMICHIOI,2024-09-22,27,41,68,26,41,0,0,1,0,0,0,7,9,1
CISMICHIOI,2024-09-23,15,26,41,15,26,0,0,0,0,0,0,1,9,0
CISMICHIOI,2024-09-24,22,30,52,22,29,0,0,0,1,0,0,2,9,0
CISMICHIOI,2024-09-25,19,32,51,19,32,0,0,0,0,0,0,3,9,0
CISMICHIOI,2024-09-26,23,30,53,23,30,0,0,0,0,0,0,4,9,0
CISMICHIOI,2024-09-27,34,44,78,33,42,0,0,1,1,0,1,5,9,0
CISMICHIOI,2024-09-28,30,40,70,30,40,0,0,0,0,0,0,6,9,1
CISMICHIOI,2024-09-29,38,53,91,36,49,0,0,1,3,1,1,7,9,1
CISMICHIOI,2024-09-30,10,11,21,10,11,0,0,0,0,0,0,1,9,0
CISMICHIOI,2024-10-01,11,16,27,11,16,0,0,0,0,0,0,2,10,0
CISMICHIOI,2024-10-02,22,30,52,22,30,0,0,0,0,0,0,3,10,0
CISMICHIOI,2024-10-03,18,18,36,18,18,0,0,0,0,0,0,4,10,0
CISMICHIOI,2024-10-04,26,34,60,26,32,0,0,0,0,0,2,5,10,0
CISMICHIOI,2024-10-05,25,38,63,25,38,0,0,0,0,0,0,6,10,1
CISMICHIOI,2024-10-06,44,29,73,42,29,0,0,0,0,2,0,7,10,1
CISMICHIOI,2024-10-07,19,28,47,18,26,0,0,1,1,0,1,1,10,0
CISMICHIOI,2024-10-08,17,26,43,16,25,0,0,1,1,0,0,2,10,0
CISMICHIOI,2024-10-09,22,33,55,22,33,0,0,0,0,0,0,3,10,0
CISMICHIOI,2024-10-10,25,32,57,25,32,0,0,0,0,0,0,4,10,0
CISMICHIOI,2024-10-11,23,29,52,23,29,0,0,0,0,0,0,5,10,0
CISMICHIOI,2024-10-12,32,35,67,32,33,0,0,0,1,0,1,6,10,1
CISMICHIOI,2024-10-13,21,37,58,21,37,0,0,0,0,0,0,7,10,1
CISMICHIOI,2024-10-14,19,31,50,19,31,0,0,0,0,0,0,1,10,0
CISMICHIOI,2024-10-15,22,23,45,22,23,0,0,0,0,0,0,2,10,0
CISMICHIOI,2024-10-16,22,22,44,22,22,0,0,0,0,0,0,3,10,0
CISMICHIOI,2024-10-17,19,32,51,19,32,0,0,0,0,0,0,4,10,0
CISMICHIOI,2024-10-18,30,40,70,30,40,0,0,0,0,0,0,5,10,0
CISMICHIOI,2024-10-19,38,35,73,38,33,0,0,0,0,0,2,6,10,1
CISMICHIOI,2024-10-20,35,52,87,35,52,0,0,0,0,0,0,7,10,1
CISMICHIOI,2024-10-21,19,33,52,19,33,0,0,0,0,0,0,1,10,0
CISMICHIOI,2024-10-22,19,26,45,18,26,0,0,1,0,0,0,2,10,0
CISMICHIOI,2024-10-23,19,32,51,19,32,0,0,0,0,0,0,3,10,0
CISMICHIOI,2024-10-24,22,30,52,20,28,0,0,1,1,1,1,4,10,0
CISMICHIOI,2024-10-25,21,35,56,21,35,0,0,0,0,0,0,5,10,0
CISMICHIOI,2024-10-26,30,34,64,30,34,0,0,0,0,0,0,6,10,1
CISMICHIOI,2024-10-27,37,35,72,35,31,0,0,1,1,1,3,7,10,1
CISMICHIOI,2024-10-28,14,21,35,14,20,0,0,0,0,0,1,1,10,0
CISMICHIOI,2024-10-29,22,33,55,22,31,0,0,0,1,0,1,2,10,0
CISMICHIOI,2024-10-30,32,37,69,32,37,0,0,0,0,0,0,3,10,0
CISMICHIOI,2024-10-31,22,25,47,22,25,0,0,0,0,0,0,4,10,0
CISMICHIOI,2024-11-01,19,33,52,19,33,0,0,0,0,0,0,5,11,0
CISMICHIOI,2024-11-02,31,35,66,30,33,0,0,1,1,0,1,6,11,1
CISMICHIOI,2024-11-03,43,46,89,43,46,0,0,0,0,0,0,7,11,1
CISMICHIOI,2024-11-04,14,18,32,14,18,0,0,0,0,0,0,1,11,0
CISMICHIOI,2024-11-05,15,30,45,15,30,0,0,0,0,0,0,2,11,0
CISMICHIOI,2024-11-06,23,21,44,23,21,0,0,0,0,0,0,3,11,0
CISMICHIOI,2024-11-07,20,25,45,20,25,0,0,0,0,0,0,4,11,0
CISMICHIOI,2024-11-08,24,31,55,24,31,0,0,0,0,0,0,5,11,0
CISMICHIOI,2024-11-09,20,24,44,20,24,0,0,0,0,0,0,6,11,1
CISMICHIOI,2024-11-10,32,45,77,31,45,0,0,0,0,1,0,7,11,1
CISMICHIOI,2024-11-11,11,23,34,11,23,0,0,0,0,0,0,1,11,0
CISMICHIOI,2024-11-12,22,27,49,22,25,0,0,0,0,0,2,2,11,0
CISMICHIOI,2024-11-13,16,26,42,16,26,0,0,0,0,0,0,3,11,0
CISMICHIOI,2024-11-14,28,41,69,28,41,0,0,0,0,0,0,4,11,0
CISMICHIOI,2024-11-15,29,38,67,29,38,0,0,0,0,0,0,5,11,0
CISMICHIOI,2024-11-16,23,29,52,22,28,0,0,1,1,0,0,6,11,1
CISMICHIOI,2024-11-17,32,31,63,32,31,0,0,0,0,0,0,7,11,1
CISMICHIOI,2024-11-18,18,26,44,17,26,0,0,0,0,1,0,1,11,0
CISMICHIOI,2024-11-19,24,33,57,24,33,0,0,0,0,0,0,2,11,0
CISMICHIOI,2024-11-20,17,23,40,17,23,0,0,0,0,0,0,3,11,0
CISMICHIOI,2024-11-21,18,18,36,17,16,0,0,1,1,0,1,4,11,0
CISMICHIOI,2024-11-22,31,27,58,31,27,0,0,0,0,0,0,5,11,0
CISMICHIOI,2024-11-23,21,33,54,21,33,0,0,0,0,0,0,6,11,1
CISMICHIOI,2024-11-24,20,30,50,20,30,0,0,0,0,0,0,7,11,1
CISMICHIOI,2024-11-25,15,24,39,15,24,0,0,0,0,0,0,1,11,0
CISMICHIOI,2024-11-26,16,18,34,16,18,0,0,0,0,0,0,2,11,0
CISMICHIOI,2024-11-27,20,29,49,20,29,0,0,0,0,0,0,3,11,0
CISMICHIOI,2024-11-28,10,11,21,10,11,0,0,0,0,0,0,4,11,0
CISMICHIOI,2024-11-29,18,17,35,18,17,0,0,0,0,0,0,5,11,0
CISMICHIOI,2024-11-30,22,37,59,20,32,0,0,2,3,0,2,6,11,1
CISMICHIOI,2024-12-01,33,43,76,33,43,0,0,0,0,0,0,7,12,1
CISMICHIOI,2024-12-02,14,19,33,14,19,0,0,0,0,0,0,1,12,0
CISMICHIOI,2024-12-03,21,28,49,21,28,0,0,0,0,0,0,2,12,0
CISMICHIOI,2024-12-04,20,18,38,20,18,0,0,0,0,0,0,3,12,0
CISMICHIOI,2024-12-05,22,22,44,21,21,0,0,1,1,0,0,4,12,0
CISMICHIOI,2024-12-06,20,40,60,20,40,0,0,0,0,0,0,5,12,0
CISMICHIOI,2024-12-07,27,30,57,27,30,0,0,0,0,0,0,6,12,1
CISMICHIOI,2024-12-08,17,29,46,16,27,0,0,1,1,0,1,7,12,1
CISMICHIOI,2024-12-09,11,18,29,11,18,0,0,0,0,0,0,1,12,0
CISMICHIOI,2024-12-10,25,34,59,25,34,0,0,0,0,0,0,2,12,0
CISMICHIOI,2024-12-11,15,30,45,15,30,0,0,0,0,0,0,3,12,0
CISMICHIOI,2024-12-12,21,23,44,21,23,0,0,0,0,0,0,4,12,0
CISMICHIOI,2024-12-13,18,25,43,18,25,0,0,0,0,0,0,5,12,0
CISMICHIOI,2024-12-14,31,35,66,31,35,0,0,0,0,0,0,6,12,1
CISMICHIOI,2024-12-15,28,39,67,27,36,0,0,1,2,0,1,7,12,1
CISMICHIOI,2024-12-16,13,17,30,13,17,0,0,0,0,0,0,1,12,0
CISMICHIOI,2024-12-17,26,27,53,26,27,0,0,0,0,0,0,2,12,0
CISMICHIOI,2024-12-18,26,37,63,26,37,0,0,0,0,0,0,3,12,0
CISMICHIOI,2024-12-19,20,26,46,20,26,0,0,0,0,0,0,4,12,0
CISMICHIOI,2024-12-20,23,29,52,23,29,0,0,0,0,0,0,5,12,0
CISMICHIOI,2024-12-21,27,41,68,27,41,0,0,0,0,0,0,6,12,1
CISMICHIOI,2024-12-22,32,38,70,32,38,0,0,0,0,0,0,7,12,1
CISMICHIOI,2024-12-23,13,21,34,13,21,0,0,0,0,0,0,1,12,0
CISMICHIOI,2024-12-24,24,33,57,24,33,0,0,0,0,0,0,2,12,0
CISMICHIOI,2024-12-25,14,23,37,14,23,0,0,0,0,0,0,3,12,0
CISMICHIOI,2024-12-26,27,35,62,27,35,0,0,0,0,0,0,4,12,0
CISMICHIOI,2024-12-27,32,39,71,32,39,0,0,0,0,0,0,5,12,0
CISMICHIOI,2024-12-28,40,50,90,38,48,0,0,1,1,1,1,6,12,1
CISMICHIOI,2024-12-29,32,41,73,32,41,0,0,0,0,0,0,7,12,1
CISMICHIOI,2024-12-30,30,25,55,29,25,0,0,1,0,0,0,1,12,0
CISMICHIOI,2024-12-31,22,31,53,22,29,0,0,0,1,0,1,2,12,0
CISMICHIOI,2025-01-01,21,22,43,20,20,0,0,1,1,0,1,3,1,0
CISMICHIOI,2025-01-02,26,37,63,25,35,0,0,1,1,0,1,4,1,0
